allowedToOperate,bipdInsuranceOnFile,bipdInsuranceRequired,bipdRequiredAmount,bondInsuranceOnFile,bondInsuranceRequired,brokerAuthorityStatus,cargoInsuranceOnFile,cargoInsuranceRequired,censusTypeId,commonAuthorityStatus,contractAuthorityStatus,crashTotal,dbaName,dotNumber,driverInsp,driverOosInsp,driverOosRate,driverOosRateNationalAverage,ein,fatalCrash,hazmatInsp,hazmatOosInsp,hazmatOosRate,hazmatOosRateNationalAverage,injCrash,isPassengerCarrier,issScore,legalName,mcs150Outdated,oosDate,oosRateNationalAverageYear,phyCity,phyCountry,phyState,phyStreet,phyZipcode,reviewDate,reviewType,safetyRating,safetyRatingDate,safetyReviewDate,safetyReviewType,snapshotDate,statusCode,totalDrivers,totalPowerUnits,towawayCrash,vehicleInsp,vehicleOosInsp,vehicleOosRate,vehicleOosRateNationalAverage,carrierOperation.carrierOperationCode,carrierOperation.carrierOperationDesc
Y,0,Y,750,0,u,N,0,u,0,I,N,0,T&M TRANSPORT,1000322,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,MICHAEL WALKER,N,0,2009-2010,MCDONOUGH,US,GA,387 ROBIN LN,30253,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000326,0,0,0,5.51,753113033,0,0,0,0,4.5,0,0,0,SOUTH CARGO TRANSPORTATION INC,N,0,2009-2010,MIAMI,US,FL,8231 NW 8TH ST,33126,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,C,Intrastate Non-Hazmat
Y,0,Y,1000,0,u,N,0,u,0,I,N,0,M C BOYUM TRUCKING,1000328,0,0,0,5.51,400003094,0,0,0,0,4.5,0,0,0,MC BOYUM,N,0,2009-2010,KASSON,US,MN,68071 260TH AVE,55944,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000332,0,0,0,5.51,10690531,0,0,0,0,4.5,0,0,0,RIDDIMS TRANSPORT LLC,N,0,2009-2010,MIAMI,US,FL,1261 NW 202ND ST,33169,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,TRIPLE H TRUCKING,1000343,0,0,0,5.51,861046671,0,0,0,0,4.5,0,0,0,HILARIO MARTINEZ ORTIZ,N,0,2009-2010,NOGALES,US,AZ,510 W INTERNATIONAL,85621,2004-11-09,C,S,2004-11-29,2004-11-09,C,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,Z TRANSPORT,1000348,0,0,0,5.51,841025451,0,0,0,0,4.5,0,0,0,JOHN L JAMES,N,0,2009-2010,FALCON,US,MO,17523 HIWY Z,65470,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,N,I,0,0,1000351,0,0,0,5.51,352155007,0,0,0,0,4.5,0,0,0,BYRON R ISON SR LLC,N,0,2009-2010,JEFFERSONVILLE,US,IN,2310 SURREY ROAD,47130,0,0,0,0,0,0,0,I,1,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,J&S TRANSPORT,1000359,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,JOHN AND SHARON EAGAN,N,0,2009-2010,CALDWELL,US,ID,22176 RIO VISTA DR,83605,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,5,u,0,I,N,0,DAY & NIGHT TOWING SERVICE,1000361,0,0,0,5.51,311584526,0,0,0,0,4.5,0,0,0,KNIGHTS TOWING AND TRANSPORT LLC,N,0,2009-2010,SIDNEY,US,OH,160 SOUTH STOLLE AVENUE,45365,2016-06-07,C,C,2016-08-20,2016-06-07,C,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000362,0,0,0,5.51,204120836,0,0,0,0,4.5,0,0,0,COAST TO COAST AUTO TRANSPORT INC,N,0,2009-2010,CAPISTRANO BEACH,US,CA,34152 CAMINO EL MOLINO,92624,0,0,0,0,0,0,0,I,3,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,BEVERLY HILLS EXPRESS,1000365,0,0,0,5.51,820535312,0,0,0,0,4.5,0,0,0,JAMES V AND LYNN KEENE,N,0,2009-2010,POCATELLO,US,ID,1323 E BONNEVILLE ST,83201,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,5000,Y,5000,0,u,N,5,u,0,I,N,0,0,1000367,0,0,0,5.51,841341511,0,0,0,0,4.5,0,0,0,VENTEX LLC,N,0,2009-2010,MERIDIAN,US,ID,3450 COMMERCIAL CT,83680,0,0,0,0,0,0,0,I,4,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,Y,N,0,u,0,I,I,0,0,1000378,0,0,0,5.51,174469775,0,0,0,0,4.5,0,0,0,UNIVERSAL EXPRESS LOGISTICS LLC,N,0,2009-2010,CHICAGO,US,IL,1 N FRANKLIN SUITE 1200,60606,0,0,0,0,0,0,0,I,3,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,YAK-DE-YAK EXPRESS TRUCKING,1000383,0,0,0,5.51,731453151,0,0,0,0,4.5,0,0,0,WILLIE DONALDSON,N,0,2009-2010,HOUSTON,US,TX,10503 LAKEBROOK DRIVE,77038,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000385,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,MACH 1 TRANSPORT INC,N,0,2009-2010,MABLETON,US,GA,800 VETERANS MEMORIAL HWY #2,30126,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000387,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,9109-6255 QUEBEC INC,N,0,2009-2010,VICTORIAVILLE,CA,QC,186 LARIVIERE APP 4,G6P 3G7,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,BARNES TRUCKING,1000389,0,0,0,5.51,311481026,0,0,0,0,4.5,0,0,0,DANNY BARNES,N,0,2009-2010,VANDALIA,US,MO,41152 AUDRAIN RD 516,63382,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,6000,Y,1000,0,u,N,0,u,0,N,A,0,CUMMINGS TRANSPORT LLC,1000390,0,0,0,5.51,80001720,0,0,0,0,4.5,0,0,0,RSM INVESTMENTS INC,N,0,2009-2010,ALBANY,US,OR,3015 SALEM AVE SE,97321,0,0,0,0,0,0,0,I,14,8,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,R N I TRUCKING,1000406,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ROBERT N IHRIG JR,N,0,2009-2010,VENETIA,US,PA,112 CREEKSIDE COURT,15367,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,A & W LEASING,1000407,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,CLEVENGER & ASSOCIATES INC,N,0,2009-2010,LEBANON,US,OR,900 NELSON AVE,97355,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,0,1000413,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,SCOTT STRICKLAND,N,0,2009-2010,CAIRO,US,GA,2520 PECAN DR,31728,0,0,0,0,0,0,0,I,0,0,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,WALTERS TRUCKING CO,1000416,0,0,0,5.51,251821494,0,0,0,0,4.5,0,0,0,WILLIAM RICHARD WALTERS SR,N,0,2009-2010,LILLY,US,PA,164 VALLEY VIEW LN,15938,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,300,0,u,N,5,u,0,I,N,0,0,1000418,0,0,0,5.51,300015750,0,0,0,0,4.5,0,0,0,ACEX INC,N,0,2009-2010,WICHITA,US,KS,2301 S MEAD,67211,0,0,0,0,0,0,0,I,5,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000421,0,0,0,5.51,470861128,0,0,0,0,4.5,0,0,0,CHESLEY HOLT TRUCKING COMPANY,N,0,2009-2010,GRAHAM,US,NC,5431 THOMPSON MILL ROAD,27253,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000425,0,0,0,5.51,562279163,0,0,0,0,4.5,0,0,0,STRYKING TRANSPORTATION INC,N,0,2009-2010,BEAUFORT,US,NC,421 MERRIMON RD,28516,0,0,0,0,0,0,0,I,3,4,0,0,0,0,20.72,A,Interstate
N,0,u,0,0,u,N,0,u,0,I,I,0,REFRIGERADOS GARCIA,1000431,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,JORGE GARCIA ANAYA,N,2005-05-16,2009-2010,OCOTLAN,MX,JA,REFORMA # 267-A,47800,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000432,0,0,0,5.51,651155644,0,0,0,0,4.5,0,0,0,GOLD TRANSPORT INC,N,0,2009-2010,TAMPA,US,FL,2801 HILLSBOROUGH AVE,33680,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,Y,I,0,u,0,N,N,0,GATEWAY TRANSPORTATION,1000434,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,SHARON A GLANDEN,N,0,2009-2010,BRIDGEVILLE,US,DE,16994 CEDAR CORNERS ROAD,19933,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,R P T,1000435,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ROBERT C PITTMAN,N,0,2009-2010,GREENCASTLE,US,PA,14232 MOLLY PITCHER HWY,17225,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,B G EXPRESS,1000437,0,0,0,5.51,311202123,0,0,0,0,4.5,0,0,0,BILLIE GAMBILL,N,0,2009-2010,DAYTON,US,OH,6624 HELWIG DR,45424,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,BEITZ TRANSPORT,1000447,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,MILTON R BEITZ,N,0,2009-2010,FRAZEE,US,MN,30591 LOTT 6,56544,0,0,0,0,0,0,0,I,3,3,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,u,N,0,u,0,A,I,0,TRANSPORTES CARDENAS,1000467,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,VICTOR MANUEL CARDENAS TORRES,N,0,2009-2010,VALLE DE JUAREZ,MX,JA,JOSEFINA ORTIZ DE DOMINGUEZ,49540,0,0,0,0,0,0,0,I,3,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,HAHLO STREET WAREHOUSE,1000468,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ED CLARK,N,0,2009-2010,HOUSTON,US,TX,4719 OMEARA,77035-7342,0,0,0,0,0,0,0,I,6,6,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000470,0,0,0,5.51,411984742,0,0,0,0,4.5,0,0,0,BOWMAN TRUCKING INC,N,0,2009-2010,ROCHESTER,US,MN,2420 FIRST BORN RD NE,55906,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000473,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ROBERT JOHN ERWIN,N,0,2009-2010,LUSKVILLE,CA,QC,3303 HIGHWAY 148,J0X 2G0,0,0,0,0,0,0,0,I,4,2,0,0,0,0,20.72,A,Interstate
N,0,u,0,0,u,N,0,u,0,I,I,0,0,1000478,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,FRANCISCO SANCHEZ,N,2004-03-24,2009-2010,RIO BRAVO,MX,TA,RIO FRIO # 414,MEXICO,0,0,0,0,0,0,0,I,5,5,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,TRANSPORT TRUCKWAY EXPRESS,1000481,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,9107-1613 QUEBEC INC,N,0,2009-2010,ST-PHILIPPE,CA,QC,64  RUE DES AUBEPINES,J0L 2K0,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,Y,N,0,Y,0,N,I,0,0,1000484,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ATC & LOGISTICS INC,N,0,2009-2010,BRAMPTON,CA,ON,1750 STEELES AVENUE E,L6T 1A4,0,0,0,0,0,0,0,A,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000487,0,0,0,5.51,300038587,0,0,0,0,4.5,0,0,0,3024466 CANADA INC,N,0,2009-2010,TERREBONNE,CA,QC,220 LANGLOIS    APP 302,J6W 1L1,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000496,0,0,0,5.51,931330996,0,0,0,0,4.5,0,0,0,AFTER MIDNIGHT INC,N,0,2009-2010,LEBANON,US,OR,380 NORTH MAIN ST,97355,2007-02-26,C,S,2007-03-01,2007-02-26,C,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,MSR TRUCKING LLC,1000499,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,GURAMRITPAL SANDHU,N,0,2009-2010,FRESNO,US,CA,4460 W SHAW #152,93722,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,RBT,1000500,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,ROSEWELL BENNETT,N,0,2009-2010,MIRAMAR,US,FL,3231 SW 67TH AVENUE,33023,0,0,0,0,0,0,0,I,2,4,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000502,1,0,0,5.51,263140545,0,0,0,0,4.5,0,0,0,JOHN BRENTLINGER TRUCKING INC,N,0,2009-2010,FLORA,US,IL,102 SWEET BIRCH DRIVE,62839,0,0,0,0,0,0,0,I,4,4,0,0,0,0,20.72,A,Interstate
Y,750,Y,750,0,u,N,0,u,0,I,N,0,0,1000505,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,K & C IRELAND FREIGHT LIMITED,N,0,2009-2010,DRUMHELLER,CA,AB,BOX 484,T0J 0Y0,0,0,0,0,0,0,0,I,2,3,0,0,0,0,20.72,A,Interstate
Y,0,Y,5000,0,u,N,0,u,0,I,N,0,HOLIDAY TOURS,1000507,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,WILLIAM A WATSON,N,0,2009-2010,SPRINGDALE,US,AR,2470 LOWELL RD,72764,0,0,0,0,0,0,0,I,1,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000511,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,877599 ALBERTA LTD,N,0,2009-2010,EDMONTON,CA,AB,430 66 STREET SW,T6X 1A3,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000516,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,RMK TRANSPORT LTD,N,0,2009-2010,SPRUCE GROVE,CA,AB,32 MARMONT AVENUE,T7X 2M3,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,INTEGRITY TRUCKING,1000538,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,LESLIE W DIAL,N,0,2009-2010,EUGENE,US,OR,1323 BRAMBLEWOOD LANE,97404,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,EVANS EXPRESS,1000540,0,0,0,5.51,300020848,0,0,0,0,4.5,0,0,0,MARK A EVANS,N,0,2009-2010,DALTON,US,GA,4719 TIBBS BRIDGE RD,30721,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000541,0,0,0,5.51,363168618,0,0,0,0,4.5,0,0,0,MINERAL ELEVATOR INC,N,0,2009-2010,ANNAWAN,US,IL,308 S WEST,61234,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
N,0,u,0,0,u,N,0,u,0,I,I,0,0,1000542,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,AGROTRANSPORTES SANTA ISABEL SA DE CV,N,2016-05-12,2009-2010,TAMPICO,MX,TA,JESUS CERVANTES NO  209 A,89140,2015-03-31,N,0,0,2015-03-31,N,0,I,5,5,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,Y,I,0,u,0,N,I,0,HTS,1000545,0,0,0,5.51,456531363,0,0,0,0,4.5,0,0,0,HAYES TRANSPORTATION COMPANY INC,N,0,2009-2010,ALEXANDRIA,US,LA,2304 S MAC ARTHUR DR,71301,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000546,0,0,0,5.51,651159493,0,0,0,0,4.5,0,0,0,DCT LOGISTICS OF FLORIDA LLC,N,0,2009-2010,LAKELAND,US,FL,2808 NEW TAMPA HIGHWAY,33815,2002-07-18,C,S,2002-07-24,2002-07-18,C,0,I,12,12,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,0,1000558,0,0,0,5.51,820499077,0,0,0,0,4.5,0,0,0,ROCKY OLANDER TRUCKING INC,N,0,2009-2010,FILER,US,ID,2088 E 3700 N,83328,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,K & K TRANSPORT,1000563,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,MATTHEW KIME,N,0,2009-2010,HAWKEYE,US,IA,18384 T AVE,52147,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,u,N,0,u,0,I,I,0,0,1000569,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,SONIA OLGA PEREZ TOVAR,N,0,2009-2010,NUEVO LAREDO,MX,TA,ARTICULO 123 # 810,MEXICO,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
N,0,Y,750,0,Y,N,0,u,0,N,I,0,0,1000572,0,0,0,5.51,462017898,0,0,0,0,4.5,0,0,0,UNITED TRANS LOGISTICS LLC,N,2015-11-20,2009-2010,WESTMINSTER,US,CA,9353 BOLSA AVE STE J52,92683,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000576,0,0,0,5.51,421573372,0,0,0,0,4.5,0,0,0,MICHAEL A RYMAN,N,0,2009-2010,WOODSTOCK,US,VA,3545 RITTENOUR ROAD,22664,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,BLOSSER MOTOR COMPANY,1000578,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,JOHN BLOSSER,N,0,2009-2010,LINCOLN,US,AR,20807 HWY 62 WEST,72744,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,1500,0,u,N,0,u,0,I,N,0,0,1000580,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,CUCCATTI LIMOUSINE LLC,N,0,2009-2010,GRANITE CITY,US,IL,2444 WILSON AVE,62040,0,0,0,0,0,0,0,I,1,0,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,N,0,C E JOHNSON & ASSOCIATES,1000587,0,0,0,5.51,260036115,0,0,0,0,4.5,0,0,0,JOHNSON ENTERPRISES OF KY INC,N,0,2009-2010,NICHOLASVILLE,US,KY,1473 RIVER ROAD,40356,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,G N ENTERPRIZES,1000592,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,GEORGE R NORRIS,N,0,2009-2010,PALM CITY,US,FL,1047 SW 36 TERRACE,34990-3520,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,Y,I,5,u,0,N,I,0,0,1000595,0,0,0,5.51,10705599,0,0,0,0,4.5,0,0,0,HOME RUN TRANSPORT INC,N,0,2009-2010,NORTHPORT,US,AL,PAUL HOWELL ROAD,35475,2014-08-11,N,S,2011-02-07,2014-08-11,N,0,I,5,5,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,STIRLING CARAVAN SERVICES,1000596,0,0,0,5.51,300118194,0,0,0,0,4.5,0,0,0,1487577 ONTARIO INC,N,0,2009-2010,STEVENSVILLE,CA,ON,3403 RIVER TRAIL,L0S 1S0,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000616,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,MASK R INC,N,0,2009-2010,GRANBY,CA,QC,32 CHEMIN FORTIN RR#4,J2G 8C8,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,N,I,0,0,1000623,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,RED RIVER TRANSPORT INC,N,0,2009-2010,STEINBACH,CA,MB,168 HANOVER STREET,R0G 1P7,0,0,0,0,0,0,0,I,4,3,0,0,0,0,20.72,A,Interstate
Y,1000,Y,750,0,u,N,5,u,0,A,N,0,0,1000624,0,0,0,5.51,850399277,0,0,0,0,4.5,0,0,0,C & J EQUIPMENT MANUFACTURING CORP,N,0,2009-2010,BLOOMFIELD,US,NM,2250 N 1ST STREET,87413,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000627,0,0,0,5.51,260044535,0,0,0,0,4.5,0,0,0,M & S TRUCKING LLC,N,0,2009-2010,FAIRMONT,US,WV,2966 BRICKHILL ROAD,26554,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,HICKS TRUCKING,1000634,0,0,0,5.51,311809002,0,0,0,0,4.5,0,0,0,JAMES D ALCON JR,N,0,2009-2010,PINNACLE,US,NC,1038 SPAINHOUR MILL ROAD,27043-8235,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000647,0,0,0,5.51,341919085,0,0,0,0,4.5,0,0,0,PHILLIP R SEASE TRUCKING LTD,N,0,2009-2010,ARCANUM,US,OH,7372 ST RT 722,45304,2009-04-28,C,C,2009-07-05,2009-04-28,C,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,0,1000650,0,0,0,5.51,10584327,0,0,0,0,4.5,0,0,0,1ST EAGLE EXPRESS LLC,N,0,2009-2010,CLOVERDALE,US,OH,10372 ROAD 24,45827,2004-07-08,C,S,2004-07-16,2004-07-08,C,0,I,17,19,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,N,I,0,0,1000651,0,0,0,5.51,621806438,0,0,0,0,4.5,0,0,0,CAREY C TRANSPORTATION INC,N,0,2009-2010,MEMPHIS,US,TN,791 CANDACE COVE,38115,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,1000,0,u,N,0,u,0,N,I,0,TAYLOR TRANSFER,1000653,0,0,0,5.51,931327611,0,0,0,0,4.5,0,0,0,TAYLOR TRANSFER INC,N,0,2009-2010,BOARDMAN,US,OR,325 YATES LN,97818-0699,2008-05-23,C,S,2008-11-25,2008-05-23,C,0,I,6,14,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,STEPCHILD EXPRESS,1000656,0,0,0,5.51,300108270,0,0,0,0,4.5,0,0,0,GUY K CORZINE,N,0,2009-2010,SOUTH ST PAUL,US,MN,754 17TH AVE NORTH,55075,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,P M M T,1000657,0,0,0,5.51,10583067,0,0,0,0,4.5,0,0,0,PHILLIP MARSTELLER MILBURO TORREYSON,N,0,2009-2010,BRODNAX,US,VA,2494 EVANS CREEK RD,23920,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,N,I,0,COX TRUCKING,1000661,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,COX TRUCKING INC,N,0,2009-2010,VALENTINE,US,NE,504 ELENORA DR,69201,0,0,0,0,0,0,0,I,2,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,T L N TRUCKING,1000663,0,0,0,5.51,602173518,0,0,0,0,4.5,0,0,0,THOMAS LYMAN NORSKOG,N,0,2009-2010,OLYMPIA,US,WA,9233 SKOKOMISH WAY NE APT 6,98516,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,u,0,0,u,N,0,u,0,N,I,0,0,1000664,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,NOE CELESTINO GONZALEZ,N,0,2009-2010,TIJUANA,MX,BN,LOTE 17-A MZNA#120 C ANTONIO V,MEXICO,0,0,0,0,0,0,0,I,2,2,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000665,0,0,0,5.51,364284776,0,0,0,0,4.5,0,0,0,NEEDA TRUCK INC,N,0,2009-2010,CHICAGO,US,IL,2317 WEST 18TH ST,60608,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
Y,0,Y,750,0,u,N,0,u,0,I,N,0,0,1000666,0,0,0,5.51,0,0,0,0,0,4.5,0,0,0,BRIDON TRUCKING LTD,N,0,2009-2010,PEACHLAND,CA,BC,5111 COUSINS RD,V0H 1X2,0,0,0,0,0,0,0,I,1,1,0,0,0,0,20.72,A,Interstate
